#!,zero-counter: 2973
-34497217,17006064,-568410571,-1152
-34252426,16832014,-568373387,-1220
-34709118,17163485,-568250816,-1164
-33568607,16400625,-568395660,-1188
#!,zero-counter: 195
-35234315,17561777,-568308372,-1172
-37320743,19036871,-568155316,-1192
-39311238,20433095,-568006893,-1228
-40499152,21255943,-567929293,-1244
-41128100,21696587,-567965664,-1044
-41098882,21753903,-568279520,-1240
-41188766,21846243,-568342182,-1296
-41557211,22019895,-568511033,-1176
-42369859,22585642,-568470435,-1212
-43530329,23431977,-568539803,-1244
-43910101,23732885,-568610019,-1028
-45045963,24559313,-568500206,-1036
-45744553,25030060,-568401507,-1220
-46101738,25306666,-568456318,-1316
-48269737,26823259,-568290326,-1192
-48799544,27208743,-568210882,-1192
-49557638,27754737,-568309438,-1192
#!,zero-counter: 214
-49329714,28127383,-571299241,-1364
-49808814,28455347,-571123824,-1432
-47430957,26960669,-571336363,-1540
-42731695,23689145,-571831364,-1192
-38050236,20325484,-572309172,-1032
-35080374,18325297,-572544547,-1120
-37680168,20119587,-572356048,-1228
-40341128,21996517,-572103096,-1100
-41128950,22548435,-571911776,-1092
-40186402,21870094,-571925282,-1008
-39160361,21159930,-571944723,-1004
-38246855,20550385,-572020995,-1112
-38873622,21038889,-571793293,-1140
-39380855,21434908,-571674440,-1236
-38005157,20496976,-571698591,-1280
-36920599,19741805,-571831396,-1208
-37697909,20276680,-571790503,-1264
-38229828,20686402,-571758528,-1284
-39175414,21138157,-571346578,-824
-42612079,23692314,-571024660,640
-41637473,22474411,-571368213,2460
-48547613,24694699,-571918278,-668
-54837073,24078288,-573366254,-88
-62407175,23615378,-575983785,1156
-70620919,22656424,-579697844,-1680
-77081440,16730648,-583251937,-112
-79534690,8667427,-587876234,344
-85249956,2535447,-592025693,-1980
-93740878,500835,-594912705,-2316
-104653838,2606654,-596174290,-640
-115644745,8700118,-596199928,-1656
-126226451,16160529,-595377232,-884
-132571275,21194156,-594651557,-1724
-131321575,20243808,-594308549,-1540
-125174720,15494224,-594528305,-1364
-119873004,11487222,-594797681,-892
-117517886,9778100,-594796970,-1068
-114440884,7584842,-594794326,-1064
-107117246,2242000,-595163775,-1504
-96995819,-5356730,-595585236,-1264
-88045123,-12062703,-595987298,-1176
-82603830,-16123560,-596169329,-960
-79988229,-18086787,-596069812,-1088
-80980225,-17362340,-595722910,-1208
-68420440,-24216530,-596110350,-9812
-63762728,-28614840,-595825500,384
-67073841,-23126314,-594915728,4308
-58846151,-26821025,-593813082,-3728
-47177173,-33666655,-593463658,-3768
-37800098,-38130339,-592592451,-948
-25888813,-41193777,-591591285,-3320
-10440744,-44334783,-591208800,-1104
-1914447,-41346430,-592494970,-1184
7400777,-39677182,-593724996,820
23153120,-45708581,-593217602,4984
40327950,-57227261,-590720957,1972
55359976,-71829360,-585966237,188
59698664,-83521087,-579373280,-4504
64910258,-90589655,-581456687,-7240
67391316,-103110637,-581597175,-5428
62553568,-114041034,-583209485,-3632
55204668,-125609928,-585484222,-2960
49913878,-139138626,-587920234,-1276
45442831,-152073228,-590649840,284
41985933,-164528796,-592996841,1532
39063540,-176317709,-594437595,260
37493266,-187579740,-595138748,-2652
39269515,-197744694,-595985557,-3696
44424400,-204966237,-598262205,-2052
52887215,-207757118,-602810796,-26404
62136267,-198001543,-606448965,-504
77959972,-183806392,-604728278,4768
91584822,-168752126,-600185104,2904
106672471,-154827574,-594521254,1140
122703498,-140838144,-591472934,2612
141741281,-127973167,-591330232,-868
164211763,-115706560,-596803779,-2460
189528507,-103617133,-607855666,-3180
205671012,-100159741,-620889777,-3152
210827928,-104567761,-637222784,-436
209415063,-116896410,-655305702,4248
203076877,-131799934,-674176049,8760
