#!,zero-counter: 1096
-32338285,32755217,-785055498,15608
-33018220,34445465,-781663358,10892
-35782591,35997201,-774868750,21920
-36354134,36484070,-771377233,11540
-36454258,36781619,-770475655,13288
-36389949,36777207,-769378926,15548
-36870777,37469963,-767711094,15244
-36972684,38565096,-765885394,14476
-36620000,38470463,-764850772,16660
#!,zero-counter: 25
-31332459,40706249,-768675095,15068
-30846780,41369670,-768934736,14732
-30296965,41891002,-769258208,14988
-29719963,42322381,-769602374,15208
-28626723,41104368,-769862186,18836
-29289593,37787407,-768471823,19928
-30161242,34611712,-765650079,20408
-30608811,32786715,-762095519,19608
-30874246,32469814,-758021474,17808
-30899666,33606102,-753567388,15592
-30998746,35156126,-749600443,13420
-31309801,36476071,-746205484,10680
-31543678,37756687,-743255895,8808
-31165152,38931382,-741107784,8288
-30238972,39777963,-740216348,7984
-29127521,40261049,-740628884,8812
-27868060,40847124,-742274123,9136
-26304228,41578981,-744963479,9484
-24421852,42389567,-748461073,10616
-21922377,43338608,-752524269,11792
-19469218,44067081,-756986327,13228
-18130990,43636821,-761601328,19756
-18383778,41390908,-765965116,23020
-18768601,39205323,-769444011,20048
-18007673,38036549,-771852383,16052
-16935895,37576946,-773791784,13884
-16415180,37178371,-775711740,13872
-16606567,36848805,-777650990,14384
-17103060,36780123,-779470648,14576
-17763691,36961977,-781233290,14068
-18695326,37080740,-782989648,14132
-19952700,37022025,-784651349,14660
-21360704,36911668,-786239677,15028
-22647349,36800201,-787910283,15680
-23820508,36892896,-789541755,15792
-24641527,37336617,-790953728,15684
-24961524,38037797,-792230309,15500
-25103801,38839285,-793395284,15608
-25323429,39421237,-794571967,15600
-25785917,39588976,-795746439,15064
-26556999,39192503,-797097032,14760
-27758436,38329091,-798469891,19956
-29216166,37197668,-799390605,15092
-29508467,34255150,-799196271,14432
-29915560,34894288,-797448032,17576
-29824324,35886438,-797077612,15536
-29996939,37799803,-794605280,12868
-30636554,39786934,-790754363,15948
-30141479,40936061,-789803027,15744
-30098368,41474691,-788997067,15944
-32379948,41401067,-785831601,13100
-35141948,38859204,-781912048,17436
-36158603,36120720,-781083776,15992
-36843726,33093655,-781201846,14636
-37762198,29819164,-781929182,14556
