1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,2,2,1,1,1,1,1,
 3,2,2,1,0,7,7,6,4,4,3,3,3,3,3,3,2,0,7,7,7,1,3,3,3,3,2,7,7,
 1,0,0,0,7,7,4,4,4,3,3,3,3,3,2,0,0,0,0,0,0,3,3,3,3,3,3,3,3,
 1,1,1,1,0,6,4,3,3,3,3,3,3,2,0,0,0,0,7,7,7,1,3,3,3,3,3,3,3,
 0,0,0,7,7,4,3,3,3,3,3,3,3,3,3,2,0,7,7,7,7,1,3,3,3,3,3,3,3,
 1,1,1,0,0,0,7,7,5,4,3,3,3,3,3,3,3,0,0,0,0,7,0,3,3,3,3,3,2,
 2,1,1,0,0,0,7,5,4,4,3,3,3,3,3,2,0,0,0,0,0,0,3,3,3,3,3,3,3,
 1,1,1,1,1,1,0,4,4,3,3,3,3,3,3,3,3,1,0,0,0,0,0,3,3,3,3,3,3,
 0,0,0,0,7,7,5,3,3,3,3,3,2,0,0,0,7,7,7,3,3,3,3,3,3,3,3,3,3,
 0,0,0,0,0,0,7,6,4,4,3,3,3,3,3,3,3,1,0,0,0,0,0,2,3,3,3,3,3,
 0,0,0,0,0,0,6,4,4,3,3,3,3,3,1,0,0,0,0,7,7,1,3,3,3,3,3,3,3
