28,29,29,29,30, 1, 7, 9, 9, 9, 7, 4, 2, 7, 6,27,26,25,23,20,21,22,17,14,12, 9,10,13,11,
 12,12,12,12,28,28,28,28,28,28,28,20,13,12,12,12,12,12,12,29, 9, 7,30,30,26,25,24,23,22,
  6, 6, 6, 6, 7, 8,10,16,18,18,18,18,19,21,22,23,28, 2, 1, 1, 1, 2,15,14,14,12,11,10,10,
  1, 1, 1, 0, 0,31,30,30,29,27,22,18,15,14,14,13,13,12,12,12,11,11,10,10, 9, 9, 9, 9, 9,
  3, 3, 3, 2, 2, 1, 1, 1, 0, 0, 0,16,16,15,15,14,13,13,12,12,12,11,11,11,11,10,11,26,25,
 26, 3, 4, 3, 2, 0,30,28,27,26,26,25,24,23,21,19,17,15,14,13,12,11,11,10,10,10,10,10, 9,
  6, 5, 5, 5, 4, 4, 3, 2,30,26,24,23,21,20,18,16,15,15,14,14,13,11,10,10,10,10,10,10,11,
  5, 4, 3, 2, 0,31,30,29,28,25,23,20,18,17,16,15,14,13,12,12,11,11,10,10,10, 9, 9, 9, 9,
 23,21,18,19,22,25,31, 1, 0, 0, 0,31,31,31, 0, 3,10,13,14,14,13,12,12,11,11,10,10,10,10,
 24,27,30,31,31,31,31,30,30,30,30,19,15,15,15,14,13,13,12,11,10,10, 9, 9, 9, 9, 9, 9, 9,
 27, 0, 2, 1,31,30,30,29,28,28,27,25,23,22,21,20,17,15,13,12,12,11,11,10,10,10,10,10,10,
 22,24,25,24,24,26,29,31, 0, 2, 2, 1, 0,31,28,24,21,19,17,15,14,13,12,11,11,10,10,10,10,
 23, 6, 6, 6, 5, 4, 3, 2, 0,29,27,27,26,26,26,23,18,19,19,16,14,12,11,10,10,10,10,10,10,
  7, 7, 7, 6, 6, 4, 1,31,29,29,28,28,28,28,24,22,21,19,18,16,14,13,12,11,11,10,10,10, 9,
 26,28,30,31,31,31,31,31,31,30,30,30,30,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,11,
  4, 4, 3, 3, 2, 1, 0,31,29,28,26,24,22,20,18,16,15,14,13,12,11,11,10,10, 9, 9, 9, 9, 9,
  5, 5, 3, 1,31,30,30,29,28,27,26,24,23,22,21,20,19,18,17,16,14,13,12,12,11,10,10,10,10,
  5, 2, 0,30,29,28,28,27,27,27,26,26,24,23,21,19,17,16,15,14,13,12,12,11,11,11,10,10,10,
 30,30,30,30,30,30,30,30,12,13,13,12,12,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,11,
  2, 0,31,31,31,30,31,30,30,30,30,20,18,18,17,16,14,13,12,11,11,10,10,10,10,10, 9, 9, 9,
 29,29,29,29,29,28,28,28,28,27,26,25,22,20,19,18,16,15,14,13,12,12,11,11,11,10,10,10,10,
  4, 3, 3, 1, 0,30,29,28,27,27,24,23,22,21,20,18,16,14,13,12,12,12,11,11,10,10, 9, 9, 8,
 21,21,19, 7, 6, 4, 3, 3, 2, 2, 2, 1,26,26,25,25,25,24,16,12,11,11,11,11,11,11,10,10, 9,
 24,29,30,30,30,30,30,30,30,30,30,30,31, 6,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,
 31, 1, 2, 2, 3, 2, 2, 0,28,26,26,25,22,18,16,14,13,13,12,12,11,11,11,10,10,10, 9, 9, 9,
 20, 6, 6, 3, 1, 1, 1, 3, 1,26,26,25,25,25,25,25,22,15,13,13,12,12,12,11,10,10,10, 9, 7,
 26,26,26,27,27,28,28,29,29,29,30,30,30,30,30,30,29,29,29,29,29,28,28,28,27,27,26,25,25,
  6, 5, 5, 4, 4, 3, 2, 1, 0, 0,31,27,25,23,22,20,19,17,15,14,13,12,11,11,10,10, 9, 9, 9,
 22,21,21, 8, 7, 7, 6, 6, 5, 5, 4, 2,31,29,27,26,25,24,22,16,14,14,14,13,12,11,10,10,12,
 30,30,31,31, 0,31,30,29,29,30,30,28,16,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,12,
  3, 2, 1, 0, 0, 0, 0, 0, 3,10,17,17,16,15,14,13,13,12,12,11,11,11,10,10,10,10,10,10,10,
  5, 5, 4, 4, 2, 2, 1, 1, 1, 1, 0,28,22,18,17,16,16,15,14,13,12,11,11,10,10,10, 9,10,10,
  6, 6, 5, 4, 3, 3, 3, 3, 3, 3, 0,25,25,25,24,23,20,17,15,14,13,12,12,11,11,10,10,10, 9,
 10, 9, 9, 8, 8, 8, 7, 4, 2, 0,31,30,29,28,27,27,26,25,22,20,19,18,16,15,14,13,12,11,11,
 30,30,30,30,30,30,30,30,30,30, 3,10,12,12,12,12,12,12,12,12,12,11,11,11,11,11,10,10, 9,
 21,22,23,27, 1, 1, 0,31,30,29,28,28,28,27,26,17,14,14,13,12,12,11,10,10, 9, 9, 9, 9, 9,
  7, 7, 7, 7, 6, 6, 6, 3,31,29,27,27,26,26,25,24,24,20,16,15,14,13,13,12,11,11,10,10,10,
  7, 6, 5, 4, 2,31,30,30,29,28,27,26,26,25,24,22,19,17,15,14,12,12,11,11,10,10,10,10, 9,
  3, 1, 0,31, 0, 1, 0,30,27,25,25,23,22,21,20,19,18,16,15,13,12,11,11,10,10, 9, 9, 9, 9,
 24,27,28,29,29,29,30,30,30,30,30,30,30, 5,11,11,12,12,12,12,12,11,11,11,11,11,11,10,10,
 30,30,30,30,30,29,29,29,27,17,15,14,14,13,13,13,12,12,11,11,10,10,10,10,10,10,10,10,10,
 21, 6, 6, 6, 5, 5, 3, 0,30,29,28,28,27,26,26,25,23,20,19,17,16,14,13,12,11,10,10,10,10,
  5, 4, 3, 3, 2, 1, 0,29,28,25,24,22,21,20,19,18,16,15,14,13,12,11,11,11,10,10,10,10,11,
  6, 4, 4, 2, 0,31,30,29,28,28,27,27,26,25,25,23,20,18,16,15,14,14,13,12,12,11,11,11,10,
  3, 3, 2, 1, 0,31,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,11,10,
 27,27,28,28,30,31,31,31,31,30,29,29,29,12,12,12,12,12,12,12,11,11,11,10,10,10,10,10,10
