15,15,21,26,28,28,28,28,28,29,29,28,26,26,13,13,13,13,12,12,12,12,11,27,26,26,27,27,29,
  4, 8, 7, 6, 6, 5, 5, 5, 5,22,22,23,23,18,14,12, 8, 2, 2, 1,15,15,15,15,15,14,15,16,25,
 24,23,18,14,12,11,11,10, 8, 6, 5, 4, 2,31,24,15,14,14,14,14,14,13,13,14,16,23,24,24,25,
 22,14,13,12,11,11, 9, 8, 7, 5, 3, 4, 3,30,25,23,19,16,15,13,13,12,12,12,12,13,16,23,24,
 25,15,13,12,11,11,11,10, 8, 7, 6, 5, 4, 4, 1,28,25,21,17,15,14,13,13,13,13,14,15,23,24,
 26,26,25,25,24,24,24,24,25,17,13,12,11, 9, 7, 6, 3,28,21,14,14,13,13,13,13,14,16,26,26,
 27,27,27,27,25,20,13,13,13,12,12,12,12, 8, 5, 7, 7, 5,26,26,26,24,23,22,20,18,18,18,17,
 26,26,26,27,27,27,28,15,14,13,13,13,12,11, 9, 6, 5, 2,29,27,25,25,23,22,21,19,16,14,14,
 26,26,25,25,25,26,27,27,27,16,13,13,13,13,13,12,11,10, 9, 6,30,29,26,24,19,18,18,18,18,
 31,31,29,26,25,25,25,27, 6, 8, 9, 9, 9, 8, 5, 1, 1, 1, 1, 2, 6,16,16,16,16,15,15,13,10,
 10,10,10,10,10,10,10,10,10, 9, 8, 7, 5, 3,31,28,17,16,16,16,16,15,15,15,14,14,13,13,12,
 25,25,25,19,14,12,11,10,10, 9, 9, 8, 7, 5, 3, 2,29,21,18,17,16,15,14,14,13,12,12,11,11,
  5,26,25,24,25,26,26,27,26,23,14,13,12,11,10,10, 9, 9, 6,30,26,26,24,21,19,17,17,14,13,
 26,26,26,26,25,17,12,12,12,12,11,10,10, 9, 8, 7, 5, 1,28,25,22,20,20,21,21,19,17,15,14,
 21,18,15,14,13,12,12,12,11,10, 9, 6, 5, 4, 3, 2, 2, 0,19,18,18,19,19,20,21,21,20,20,17,
 11,10,10, 8, 4, 1, 0, 0, 0,31,31,31, 0,15,15,15,14,14,14,13,13,12,12,11,11,10,10,11,13,
 13,12,12,12,11,11,11,11,11,10, 9, 8, 4, 1,31, 0,14,14,14,14,14,14,13,13,13,13,13,13,13,
 12,12,11,11,11,10, 9, 8, 8, 7, 7, 6, 6, 6, 5, 5,19,19,18,17,17,16,15,15,14,14,14,14,14,
 16,12,12,11,11,10,10, 9, 8, 7, 6, 6, 3, 1,27,24,22,22,20,19,18,16,14,13,12,12,11,11,11,
 23,22,21,15,11,10,10,10, 9, 8, 8, 7, 6, 6, 6, 6, 8,19,19,19,19,18,18,17,15,14,13,12,12,
 17,14,14,13,13,12,11,10,10, 9, 8, 7, 4, 3, 0,29,27,25,23,21,21,21,21,21,20,19,18,17,16,
 25,26,27,27,28,27,27,27,27,26,27,11,10,10, 5, 2, 1, 2,12,14,14,14,14,14,14,14,13,11,10,
 10,10,10,10,10,10, 9, 9, 8, 7, 6, 5, 2,31,21,19,19,18,18,17,17,16,16,15,14,14,12,10, 8,
 23,24,15,10,10,10,10,10,10, 9, 9, 9, 8, 1,30,28,23,21,20,19,18,17,15,14,13,12,11,11,11,
 26,25,25,24,24,24,24,24,23,16,11,11,10,10,10,10, 5,30,25,24,22,18,15,14,13,13,12,13,14,
 25,26,27,25,25,25,28, 2,11,10,10, 8, 2,31,31,31,31,13,14,13,14,13,13,13,13,13,12,12,29,
