18,18,19,19,19,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,20,20,21,21,22,22,22,23,23,
 17,17,17,17,17,17,16,16,17, 0, 1, 1, 1,16,17,17,17,12, 2, 8, 9, 8, 9, 9, 9, 9, 9, 9, 9,
 11,11,11,11,11,11,11,11,11,11,11,11,11,11,10, 9, 8, 7, 6, 5, 3, 2, 1, 0,31,30,30,30,29,
 21,21,21,21,21,22,22,23,23,16,13,13,13,13,13,13,13,13,11, 7, 1, 1,16,15, 7, 4, 5, 6, 7,
 13,13,13,13,12,12,12,12,12,12,11,20,28,30,31,31, 1, 2, 3,10,12,13,14,14,15,10, 7, 6, 6,
 26,14,13,12,12,12,12,12,12,13,13,12,12,12, 8,30,31, 0, 2, 4, 6, 8,13,18,20,21,20,20,19,
 14,13,13,12,12,12,12,12,12,12,12,13,27,28,29,29,30,31,11,14,14,13,11,10, 9, 9, 9, 9, 9,
 13,13,13,13,13,13,13,14,29,30,31, 0, 1, 4, 8,10,10,11,12,15,16,19,22,23,10, 8, 8, 8, 7,
 27,30,10,12,13,13,13,13,13,13,13,13,12,11, 6,30,30,30,30,31,13,14,14,13,12,10, 9,10,10,
 15,14,13,13,13,13,13,13,13,12,12,10,28,29,30,30,31, 1, 6,14,15,16, 9, 6, 6, 6, 6, 5, 5,
 13,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,26,27,27,28,28,29,29,29,30,30,31, 0, 1,
 13,12,12,12,12,12,12,12,12,11,10, 7, 1,31,30,30,29,31, 5,12,18,19,18,17,16,11, 7, 8, 8,
 23,16,14,13,13,13,13,13,13,13,13,13,31, 0,31,31,31, 4,13,16,17,18,14, 9, 9, 8, 9, 8, 8,
 22,21,20,18,16,15,15,15,15,15,14,14,12, 5, 5, 5, 4, 4, 4, 5,18,20,19,10, 8, 8, 7, 7, 6,
 31,12,13,13,13,13,13,13,13,12, 6,31,31,31,31,31,31,31, 1,13,13,13,14,14,13,12,11,10,11,
  0,31,31,29,26,24,20,15,14,14,14,14,13,11, 0, 0,31, 0, 0, 8,14,17,17,15,10, 5, 6, 6, 6,
 17,16,15,15,14,14,14,14,14,14, 0, 0, 1, 1, 1, 2, 2, 4,17,17,18,15, 8, 5, 6, 6, 6, 6, 7,
 29,12,13,13,13,13,13,13,13,13,13,13,13,12, 6,31,31,30,30,31, 1,12,14,14,14,13, 5, 8, 7,
 15,14,13,13,13,13,13,13,13,13,12,31,30,31,31, 0, 0, 1, 3,13,16,17,15,11, 9, 8, 8, 8, 8,
 14,13,13,13,13,13,13,13,13,12, 9, 1, 1, 0, 0,31,31,29,19,17,17,18,14, 8, 6, 6, 6, 7, 7,
 23,23,22,19,16,15,15,14,13,12,12,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,11,11,12,
 14,14,14,14,14,14,14,13,12,11, 1, 0, 0,31,31, 0, 0, 1, 4,15,16,15,15, 8, 4, 5, 4, 4, 3,
 31,31,31,31,30,29,26,22,14,14,14,14,13,13,11, 6, 1, 1, 1, 1, 1, 1,18,17,16,16,12, 5, 6,
 24,19,15,13,12,12,12,12,12,13,13,13,31,31, 0, 0, 0, 0, 0,13,16,17,17,17,12, 6, 6, 6, 7,
 21,19,17,15,14,14,14,14,13,12,10, 3, 1, 2, 2, 1, 0, 0,19,19,18,17,11, 8, 8, 7, 7, 7, 7,
 28,27,16,12,12,12,13,13,13,12,12,11, 9,30,30,30,30,30,30,30,31,13,13,13,13,12,11, 9, 8,
 16,14,13,13,13,13,13,13,12,12,11, 0,30,31,31,31,31, 0, 0,16,16,16,16,13,10, 7, 6, 7, 8,
 16,14,13,13,13,13,13,13,13,12, 9, 0,31,31,31,30,30,12,14,15,16,18,14, 5, 6, 6, 6, 7, 7,
 11,11,27,28,29,30,30,31,31, 0, 1, 5, 8, 8, 9,10,10,12,16,22,22,23,24, 6, 6, 6, 7, 7, 6,
 26,29, 9,12,13,13,13,13,13,13,12,12,12,10,31,30,30,30,30,30,31,13,14,14,14,13,10, 6,10,
 27,12,12,13,13,13,14,14,14,14,13,13,12, 1, 1, 1, 1, 2, 2, 2,14,17,17,17,15,12, 8, 6, 6,
 28,25,24,23,22,22,22,21,17,12,13,13,13,13,12,12,27,30, 1, 2, 4, 5,10,17,20,19,15, 7, 7,
 14,14,14,15,15,15,15,14,10, 3, 3, 2, 2, 2, 1,19,19,19,19,19,13, 9, 9, 8, 8, 8, 8, 9,10,
 14,15,14,14,14,14,13,13, 8, 3, 1, 2, 1, 2, 2, 3, 7,14,19,21,21,21,20,17,10, 8, 7, 7, 7,
 16,15,15,15,15,15,14,14,13,12, 2, 1, 1, 1, 1, 1, 4,10,16,17,16,11,10,10,10,10,10, 9, 9,
 15,17,20,23,30,29,29,11,13,13,13,13,13,13,13,10, 0,31,31,31,31,31,14,14,14,13,11,10,10,
 27,26,25,23,22,22,22,21,14,13,13,13,13,13,12, 9,31, 0, 1, 1, 1,10,14,17,17,13, 6, 6, 6,
 29,12,13,13,13,13,13,13,13,13,13,12,11,10,31,31,31,31,31,31, 0,12,13,14,13,11, 8, 7, 7,
