#!,zero-counter: 3232
-30893586,6942546,-518501256,544
-33425203,7128198,-518714794,-1988
-35616873,7733836,-518914582,-592
-38617245,8698471,-518820463,-3196
-34431165,6794458,-518863407,-2320
-34552250,3374151,-519598117,-1220
-35680042,-4516038,-519853178,-4720
-30119187,-8461049,-519942631,6716
-27721323,-10208337,-519040631,6816
-19156551,-14686777,-517240910,-1132
-4786541,-22316000,-515202981,-3244
9111424,-29164789,-513320492,-4668
23916270,-36230240,-511943768,-3216
41855035,-44673565,-510628288,-2956
60892679,-52970224,-509263251,-2404
80625129,-59890008,-506804857,-2024
101474132,-64644289,-503623441,-1364
119679467,-64663625,-500224543,-1268
136045564,-61053835,-497433243,-2240
149728877,-54576520,-496007912,-1852
160128742,-46665032,-496253295,-2400
166545320,-38819651,-497772099,-956
171020454,-33106817,-500105585,620
175159420,-30080823,-503112172,804
181487493,-30011514,-506967222,212
190411058,-32572221,-511942917,-1536
200188154,-36917839,-518164749,-1436
209056797,-42543289,-525798110,-1784
215046464,-48323277,-535136113,-644
218428624,-54049588,-546375539,856
219668716,-59647540,-559034046,3380
220335724,-65601308,-572196761,4196
221246365,-71435565,-585432889,3952
223804734,-77720092,-598684959,3468
226383211,-83061933,-612636295,3352
228619952,-86930983,-627471364,3844
230075259,-88666763,-643332854,4536
230969314,-88117988,-659665664,5296
230961182,-84891931,-675603308,6248
229716289,-78929150,-689741916,7180
227941066,-70745657,-700658393,7420
225791773,-60500218,-707436040,7256
223748755,-48734857,-709728075,7320
221680148,-35522862,-708051165,5416
220142030,-21547479,-703232838,-9980
220844737,-8078500,-695822788,4684
225154838,4048297,-686440059,2152
226732735,18568008,-680311988,6292
233868382,24481377,-693446872,6176
233382229,37763224,-705544270,6612
227837952,58048141,-713838205,4272
222817271,80903628,-717891844,-9364
216253429,105770134,-719658864,3260
207987771,129179740,-722090410,3156
217343841,132718242,-729211368,3196
232599061,128267890,-738254488,13884
240879088,126400081,-747353661,8368
244408005,124795452,-755586592,7560
245425137,123371620,-762221513,6092
244460592,124166636,-767390653,7444
242529164,129504996,-770363492,8144
239273347,138302248,-771891648,8968
235544402,146161676,-773264249,8516
229450313,153078944,-774849328,9108
221970623,158578446,-776355423,11436
215088888,162434714,-778320497,10840
209409631,165069550,-780551362,10280
201735019,169426338,-781167050,11640
195818510,172174260,-780435600,13436
192955249,172262874,-779127062,7604
193019161,169728550,-777887601,8336
194594520,165855057,-776507508,8692
199762559,159024528,-774901439,9472
210596124,147942679,-774050303,8260
225330363,134786032,-774732965,3572
240717094,122155995,-777691432,12880
254597144,111013708,-782753618,13028
265450826,103112979,-788474262,12616
270970189,100418367,-793106426,11520
271090727,102097636,-795791430,11648
264455508,107903099,-797242768,11892
253964902,112447950,-797984129,14456
239558006,118442730,-797306511,12680
227236382,120161970,-795881673,17544
217274857,118362567,-793631441,17428
210390153,113753961,-790533044,14712
206369613,107585206,-787061080,14996
202738194,103104497,-783627561,14644
199099191,100424083,-782274980,13160
192520625,103811596,-783316331,11704
187457037,108509017,-785625924,11520
182371993,112884917,-787433315,12488
176264907,116358218,-788353789,12880
170802885,117424171,-788507075,3848
169411779,113826485,-788549908,-1708
172387343,106403197,-789012318,1276
180449593,95381658,-790067916,3356
193348621,81867952,-790696079,4412
208544159,67662216,-790421453,5156
223664222,53279780,-789454063,5904
237789996,40259496,-787610653,6712
251200176,29358024,-785415618,6532
262109158,22246684,-782319133,6304
269876588,17712127,-781862651,15620
276802462,14376696,-782861313,16496
283814832,12288754,-785202480,14988
290822190,12427424,-786347210,13884
298113409,13236232,-788548258,10172
304594433,15737999,-790274674,7932
309347326,19508035,-791833349,5836
310824256,24807067,-793711621,6680
308031088,31689193,-796099010,7700
305782622,37424142,-798545766,10836
308276252,40708491,-798733056,12664
315008276,41110484,-798115100,14040
323284694,39268049,-797630965,12480
333265064,34733825,-798596017,10912
343356111,30808049,-801115884,8788
351294429,29948976,-804458488,6060
355164499,32771473,-807825875,5592
354330387,37405138,-812383141,6252
350402495,44209978,-814895330,7576
345711458,51555270,-817770041,9300
342855442,59464632,-819011900,10908
343428719,67506752,-816993217,12328
347887573,73186450,-813821842,13972
355157538,76399605,-810316291,12236
362858065,78228222,-808716268,11068
368147894,81465176,-806934668,11852
370031982,84999771,-806868321,13392
367580216,88945754,-808387524,14292
361320395,91602508,-811476915,14728
351071294,92733065,-815634566,15308
337744753,92071171,-820171625,15056
323004679,89690234,-824151147,13736
309657716,84234710,-828538811,11340
298201544,78806752,-829842541,10628
288163748,74650173,-829651327,9064
279018059,72093742,-828505971,10580
270529080,71102502,-826723841,8020
262354869,71694786,-824456123,6960
255326159,73010637,-821798490,11084
249505342,74539534,-818749479,11456
244757080,75935812,-815115418,12108
240930289,76880408,-810676710,11820
237128636,77824271,-805260914,9992
233316148,78617718,-798806183,8204
227714326,81060518,-791223606,7960
219948281,84979905,-782629833,7316
209635717,90777472,-773055628,10980
200055309,95689621,-762264993,14740
189519016,101837616,-750702778,15744
181870507,104984763,-745298606,12920
172518222,110064752,-746619687,11472
164628527,114047208,-747374588,10344
157865549,117179354,-746404599,11584
151678334,120444704,-743841500,11452
145087399,124653310,-740549259,12128
139236942,127984152,-738238472,9864
134672201,129583200,-737740321,9544
130470911,131854161,-737641503,9692
127650957,135514009,-736875527,10164
129459558,139022470,-735887973,9784
138565468,140667914,-735693850,10200
153641324,141551504,-736939879,10556
172638909,142798090,-739458009,11096
192708256,143887415,-742943125,9648
210144978,144073544,-747225008,7964
222837698,143143389,-751268898,8824
231909403,138925689,-754330653,9704
236839330,132827416,-756196946,13920
